Date,strike,best_bid,best_offer,implied_volatility,delta,gamma,vega
2019-02-09,36.0,1.8,2.1,0.3596,0.5368,0.0838,0.0524
2019-02-09,36.0,1.71,1.96,0.36,-0.466,0.085,0.0523
2019-02-09,36.5,1.51,1.85,0.3522,0.4939,0.0859,0.0526
2019-02-09,36.5,1.95,2.26,0.3601,-0.5082,0.0853,0.0523
2019-02-09,37.5,1.12,1.4,0.3483,0.4095,0.0846,0.0512
2019-02-09,37.5,2.54,2.76,0.3494,-0.5947,0.0859,0.0506
2019-02-09,38.5,0.79,1.05,0.3445,0.3295,0.0797,0.0477
2019-02-09,38.5,3.2,3.4,0.3432,-0.6774,0.0817,0.0469
2019-02-09,39.5,0.51,0.7,0.3294,0.2483,0.0729,0.0417
2019-02-09,39.5,3.85,4.15,0.3305,-0.7591,0.0749,0.0415
2019-02-09,41.5,0.21,0.41,0.3366,0.1438,0.0511,0.0299
2019-02-09,41.5,5.55,5.95,0.3506,-0.8564,0.0537,0.0312
2019-02-16,30.0,5.0,5.15,0.374,0.9852,0.0146,0.0026
2019-02-16,30.0,0.0,0.05,0.374,-0.0148,0.0146,0.0026
2019-02-16,31.5,3.6,3.7,0.3667,0.9379,0.0487,0.0084
2019-02-16,31.5,0.07,0.11,0.3893,-0.0733,0.0521,0.0095
2019-02-16,32.5,2.63,2.84,0.3502,0.875,0.0857,0.0141
2019-02-16,32.5,0.15,0.19,0.3612,-0.1319,0.0865,0.0149
2019-02-16,33.5,1.89,1.94,0.3418,0.7654,0.1309,0.0211
2019-02-16,33.5,0.32,0.36,0.3447,-0.2366,0.1311,0.0215
2019-02-16,34.5,1.2,1.24,0.331,0.6146,0.1683,0.0262
2019-02-16,34.5,0.61,0.66,0.3295,-0.3859,0.1703,0.0262
2019-02-16,35.0,0.91,0.94,0.3228,0.5277,0.1797,0.0273
2019-02-16,35.0,0.83,0.86,0.3232,-0.4737,0.181,0.0273
2019-02-16,36.0,0.48,0.51,0.3166,0.3501,0.1705,0.0254
2019-02-16,36.0,1.39,1.43,0.3147,-0.6534,0.1733,0.0252
2019-02-16,36.5,0.34,0.36,0.3162,0.2715,0.1528,0.0228
2019-02-16,36.5,1.74,1.79,0.3137,-0.7335,0.1555,0.0227
2019-02-16,37.5,0.14,0.17,0.3122,0.1447,0.1063,0.0156
2019-02-16,37.5,2.56,2.65,0.3292,-0.8462,0.1088,0.0162
2019-02-16,38.5,0.06,0.09,0.3251,0.0767,0.0645,0.0099
2019-02-16,38.5,3.45,3.6,0.3488,-0.9135,0.0707,0.0112
2019-02-16,40.0,0.0,0.04,0.3251,0.0213,0.0229,0.0035
2019-02-16,40.0,4.9,5.05,0.3488,-0.9788,0.0299,0.0038
2019-02-16,30.0,5.15,5.45,0.4467,0.9092,0.0377,0.0159
2019-02-16,30.0,0.12,0.14,0.4039,-0.0715,0.0348,0.0132
2019-02-16,32.0,3.4,3.5,0.3699,0.8313,0.0702,0.0244
2019-02-16,32.0,0.31,0.34,0.3642,-0.1653,0.0708,0.0253
2019-02-16,33.0,2.61,2.65,0.3496,0.7553,0.0926,0.0305
2019-02-16,33.0,0.5,0.54,0.3502,-0.2455,0.0933,0.03
2019-02-16,34.0,1.91,1.94,0.3393,0.6522,0.1123,0.0358
2019-02-16,34.0,0.79,0.82,0.3371,-0.3482,0.114,0.0356
2019-02-16,35.0,1.32,1.35,0.3303,0.5328,0.1241,0.0386
2019-02-16,35.0,1.2,1.23,0.3284,-0.4693,0.1263,0.0386
2019-02-16,36.0,0.86,0.89,0.3235,0.4081,0.1238,0.0377
2019-02-16,36.0,1.74,1.77,0.3215,-0.5961,0.1263,0.038
2019-02-16,38.0,0.31,0.33,0.3165,0.1957,0.09,0.0268
2019-02-16,38.0,3.15,3.25,0.3113,-0.8155,0.0926,0.0256
2019-02-16,39.0,0.17,0.2,0.3178,0.1254,0.0669,0.02
2019-02-16,39.0,4.05,4.15,0.3267,-0.8759,0.0698,0.0205
2019-02-16,40.0,0.1,0.12,0.3244,0.0799,0.0472,0.0144
2019-02-16,40.0,4.95,5.05,0.3131,-0.9392,0.0479,0.0123
2019-02-23,30.0,5.4,5.6,0.4195,0.9821,0.0151,0.0031
2019-02-23,30.0,0.0,0.05,0.4195,-0.0179,0.0151,0.0031
2019-02-23,32.0,3.5,3.7,0.3674,0.9317,0.0516,0.0092
2019-02-23,32.0,0.08,0.11,0.3841,-0.0768,0.054,0.01
2019-02-23,33.0,2.58,2.73,0.3252,0.8829,0.087,0.0137
2019-02-23,33.0,0.16,0.19,0.3539,-0.1359,0.0891,0.0152
2019-02-23,34.0,1.81,1.87,0.323,0.7658,0.1367,0.0213
2019-02-23,34.0,0.31,0.36,0.3308,-0.2393,0.1357,0.0218
2019-02-23,35.0,1.12,1.17,0.3118,0.608,0.1774,0.0267
2019-02-23,35.0,0.62,0.65,0.3162,-0.3941,0.1764,0.0266
2019-02-23,35.5,0.83,0.87,0.3024,0.5164,0.1897,0.0277
2019-02-23,35.5,0.83,0.87,0.3104,-0.4849,0.1866,0.0277
2019-02-23,36.0,0.6,0.64,0.2997,0.4218,0.1879,0.0272
2019-02-23,36.0,1.1,1.13,0.3056,-0.5783,0.1863,0.0271
2019-02-23,37.0,0.29,0.31,0.2966,0.2508,0.1545,0.0221
2019-02-23,37.0,1.76,1.85,0.3079,-0.7442,0.1535,0.023
2019-02-23,38.0,0.12,0.14,0.2968,0.1292,0.1021,0.0146
2019-02-23,38.0,2.6,2.7,0.3214,-0.8557,0.106,0.0164
2019-02-23,39.0,0.04,0.07,0.3035,0.0617,0.0577,0.0085
2019-02-23,39.0,3.5,3.8,0.4015,-0.8792,0.0751,0.0147
2019-02-23,41.0,0.0,0.04,0.3035,0.0086,0.0111,0.0016
2019-02-23,41.0,5.45,5.8,0.4015,-0.9696,0.0304,0.0048
2019-02-23,30.0,5.45,5.85,0.4043,0.9424,0.0291,0.0113
2019-02-23,30.0,0.07,0.13,0.4024,-0.0568,0.0289,0.0112
2019-02-23,32.0,3.65,4.05,0.3823,0.8531,0.0613,0.0226
2019-02-23,32.0,0.21,0.29,0.3599,-0.1338,0.0613,0.021
2019-02-23,33.0,2.93,2.98,0.3438,0.7974,0.0835,0.0277
2019-02-23,33.0,0.38,0.44,0.3464,-0.2045,0.0839,0.0281
2019-02-23,34.0,2.13,2.39,0.3502,0.6953,0.1018,0.0344
2019-02-23,34.0,0.62,0.68,0.3334,-0.2983,0.1067,0.0343
2019-02-23,35.0,1.51,1.55,0.3168,0.5888,0.125,0.0382
2019-02-23,35.0,0.97,1.02,0.3215,-0.4137,0.1245,0.0383
2019-02-23,35.5,1.22,1.28,0.3119,0.5248,0.13,0.0391
2019-02-23,35.5,1.19,1.24,0.3167,-0.4773,0.1296,0.0391
2019-02-23,36.0,0.99,1.03,0.309,0.4596,0.1308,0.039
2019-02-23,36.0,1.45,1.5,0.3135,-0.5422,0.1306,0.0391
2019-02-23,37.0,0.61,0.65,0.3044,0.3338,0.1217,0.0357
2019-02-23,37.0,2.06,2.12,0.3077,-0.6687,0.1227,0.0362
2019-02-23,38.0,0.35,0.41,0.3047,0.228,0.101,0.0297
2019-02-23,38.0,2.74,3.05,0.326,-0.7607,0.1001,0.0306
2019-02-23,39.0,0.2,0.22,0.3017,0.1435,0.0764,0.0222
2019-02-23,39.0,3.55,3.75,0.2939,-0.8724,0.0786,0.0207
2019-02-23,41.0,0.05,0.09,0.3139,0.0552,0.0362,0.011
2019-02-23,41.0,5.4,5.65,0.2951,-0.9703,0.0354,0.0069
2019-03-02,29.5,5.05,5.45,0.526,0.9477,0.03,0.0072
2019-03-02,29.5,0.03,0.05,0.4574,-0.032,0.0232,0.0049
2019-03-02,31.0,3.7,3.8,0.3919,0.9332,0.0488,0.0088
2019-03-02,31.0,0.08,0.1,0.4028,-0.0719,0.0503,0.0093
2019-03-02,32.0,2.83,2.87,0.382,0.8669,0.0831,0.0146
2019-03-02,32.0,0.16,0.18,0.3754,-0.1291,0.0831,0.0147
2019-03-02,33.5,1.62,1.64,0.3497,0.7046,0.1458,0.0234
2019-03-02,33.5,0.44,0.46,0.346,-0.294,0.148,0.0238
2019-03-02,34.0,1.28,1.31,0.3439,0.6276,0.1625,0.0256
2019-03-02,34.0,0.6,0.63,0.3403,-0.3722,0.1653,0.0258
2019-03-02,34.5,0.99,1.01,0.338,0.5434,0.1733,0.0269
2019-03-02,34.5,0.81,0.83,0.3345,-0.4577,0.1765,0.0269
2019-03-02,35.5,0.54,0.56,0.3306,0.3698,0.1686,0.0256
2019-03-02,35.5,1.36,1.39,0.3287,-0.6333,0.1713,0.0258
2019-03-02,36.0,0.38,0.41,0.3299,0.2912,0.1535,0.0232
2019-03-02,36.0,1.7,1.74,0.3278,-0.7134,0.1561,0.0236
2019-03-02,37.0,0.19,0.21,0.336,0.1696,0.111,0.0171
2019-03-02,37.0,2.5,2.55,0.3317,-0.8384,0.1129,0.0167
2019-03-02,38.0,0.09,0.12,0.351,0.0966,0.072,0.0116
2019-03-02,38.0,3.35,3.5,0.3372,-0.9189,0.0713,0.0107
2019-03-02,40.0,0.03,0.05,0.4024,0.0377,0.0302,0.0056
2019-03-02,40.0,5.3,5.45,0.3904,-0.974,0.0294,0.0044
2019-03-02,29.5,5.15,7.4,0.8474,0.7912,0.0354,0.0275
2019-03-02,29.5,0.11,0.14,0.4113,-0.0687,0.0336,0.0127
2019-03-02,31.0,3.7,4.4,0.4272,0.8449,0.0582,0.0229
2019-03-02,31.0,0.23,0.29,0.3853,-0.133,0.0584,0.0204
2019-03-02,32.0,3.05,3.2,0.3734,0.7988,0.0785,0.0269
2019-03-02,32.0,0.39,0.43,0.368,-0.1984,0.0794,0.0273
2019-03-02,33.5,1.99,2.02,0.3504,0.6604,0.1091,0.0351
2019-03-02,33.5,0.76,0.81,0.345,-0.3389,0.1115,0.0351
2019-03-02,34.0,1.67,1.71,0.3455,0.6038,0.1164,0.0369
2019-03-02,34.0,0.96,1.0,0.3434,-0.3973,0.1183,0.0373
2019-03-02,34.5,1.39,1.44,0.3435,0.544,0.1204,0.038
2019-03-02,34.5,1.17,1.22,0.3386,-0.4578,0.1235,0.038
2019-03-02,35.5,0.92,0.96,0.3356,0.422,0.1216,0.0375
2019-03-02,35.5,1.7,1.75,0.3318,-0.5823,0.1245,0.0376
2019-03-02,36.0,0.72,0.77,0.331,0.3618,0.1181,0.0359
2019-03-02,36.0,2.01,2.06,0.3284,-0.6432,0.1207,0.0354
2019-03-02,37.0,0.44,0.5,0.3313,0.2572,0.1016,0.0309
2019-03-02,37.0,2.73,2.76,0.3226,-0.7546,0.105,0.0299
2019-03-02,38.0,0.25,0.3,0.3282,0.1703,0.0806,0.0243
2019-03-02,38.0,3.5,3.65,0.3261,-0.8385,0.0827,0.0232
2019-03-02,40.0,0.08,0.12,0.3397,0.0717,0.042,0.0131
2019-03-02,40.0,5.0,7.45,0.6863,-0.7455,0.0495,0.0309
2019-03-09,27.0,4.9,5.1,0.4299,0.9794,0.0185,0.0031
2019-03-09,27.0,0.0,0.06,0.4399,-0.0229,0.0198,0.0034
2019-03-09,28.5,3.45,3.6,0.4137,0.9264,0.054,0.0087
2019-03-09,28.5,0.09,0.12,0.433,-0.0824,0.0563,0.0095
2019-03-09,29.5,2.62,2.7,0.4193,0.844,0.0915,0.0149
2019-03-09,29.5,0.19,0.22,0.4079,-0.1497,0.0919,0.015
2019-03-09,30.5,1.8,1.88,0.3916,0.7393,0.133,0.0203
2019-03-09,30.5,0.37,0.41,0.3862,-0.2582,0.135,0.0208
2019-03-09,31.5,1.11,1.18,0.3674,0.5907,0.1695,0.0242
2019-03-09,31.5,0.68,0.73,0.3668,-0.4101,0.1711,0.0244
2019-03-09,32.0,0.84,0.89,0.3591,0.5035,0.1781,0.0249
2019-03-09,32.0,0.89,0.95,0.3563,-0.498,0.181,0.0249
2019-03-09,32.5,0.6,0.66,0.3512,0.4135,0.1778,0.0243
2019-03-09,32.5,1.16,1.22,0.3503,-0.5886,0.1799,0.0244
2019-03-09,33.0,0.42,0.48,0.3478,0.3279,0.1665,0.0225
2019-03-09,33.0,1.48,1.54,0.347,-0.6752,0.1687,0.0229
2019-03-09,34.0,0.2,0.24,0.3496,0.1894,0.1242,0.0169
2019-03-09,34.0,2.22,2.31,0.338,-0.8235,0.1267,0.0163
2019-03-09,35.0,0.08,0.1,0.3442,0.0924,0.0772,0.0103
2019-03-09,35.0,3.1,3.25,0.3617,-0.9014,0.0817,0.0116
2019-03-09,36.5,0.0,0.05,0.3742,0.0369,0.0346,0.005
2019-03-09,36.5,4.5,4.65,0.4488,-0.9353,0.0489,0.008
2019-03-16,27.0,4.25,4.55,0.3975,0.9774,0.0219,0.0033
2019-03-16,27.0,0.0,0.05,0.3975,-0.0226,0.0219,0.0033
2019-03-16,28.5,2.86,3.1,0.3664,0.9213,0.0652,0.009
2019-03-16,28.5,0.04,0.09,0.3654,-0.0782,0.065,0.009
2019-03-16,29.0,2.5,2.62,0.3352,0.8986,0.0859,0.0109
2019-03-16,29.0,0.08,0.12,0.3332,-0.0999,0.0858,0.0107
2019-03-16,30.0,1.67,1.75,0.3215,0.7842,0.148,0.018
2019-03-16,30.0,0.23,0.26,0.3177,-0.2134,0.1496,0.0179
2019-03-16,31.0,0.95,1.03,0.3027,0.6096,0.2061,0.0236
2019-03-16,31.0,0.5,0.55,0.2997,-0.3906,0.2097,0.0236
2019-03-16,31.5,0.68,0.74,0.2971,0.503,0.2182,0.0245
2019-03-16,31.5,0.73,0.78,0.2982,-0.4986,0.2194,0.0246
2019-03-16,32.0,0.46,0.52,0.2941,0.3949,0.2127,0.0237
2019-03-16,32.0,1.01,1.05,0.2931,-0.608,0.2158,0.0234
2019-03-16,32.5,0.3,0.34,0.2902,0.2932,0.1927,0.0212
2019-03-16,32.5,1.35,1.38,0.2911,-0.7096,0.1949,0.0215
2019-03-16,33.5,0.11,0.15,0.2938,0.1438,0.1254,0.0139
2019-03-16,33.5,2.15,2.2,0.2933,-0.8624,0.1279,0.0142
2019-03-16,34.5,0.05,0.07,0.3149,0.0714,0.0704,0.0084
2019-03-16,34.5,3.05,3.15,0.3021,-0.9448,0.0691,0.0071
2019-03-16,36.0,0.0,0.03,0.3149,0.0156,0.0202,0.0024
2019-03-16,36.0,4.5,4.6,0.3021,-0.999,0.0105,0.0003
